TargetID	Remove
cg07393586	1
cg07393618	1
cg07395724	1
cg07396477	1
cg07400741	1
cg07401394	1
cg07401773	1
cg07402303	1
cg07403728	1
cg07403899	1
cg07404466	1
cg07406920	1
cg07406990	1
cg07407209	1
cg07408114	1
cg07410173	1
cg07411754	1
cg07413956	1
cg07414544	1
cg07414643	1
cg07415947	1
cg07416455	1
cg07417863	1
cg07417990	1
cg07420137	1
cg07420680	1
cg07420720	1
cg07421169	1
cg07423334	1
cg07423399	1
cg07423602	1
cg07424132	1
cg07424785	1
cg07425885	1
cg07426101	1
cg07426820	1
cg07426931	1
cg07427559	1
cg07427867	1
cg07428851	1
cg07428915	1
cg07429108	1
cg07430978	1
cg07431748	1
cg07436158	1
cg07437385	1
cg07437988	1
cg07438451	1
cg07438999	1
cg07439056	1
cg07441476	1
cg07442204	1
cg07442271	1
cg07446767	1
cg07446846	1
cg07448812	1
cg07448840	1
cg07449967	1
cg07450641	1
cg07454108	1
cg07455963	1
cg07457739	1
cg07457785	1
cg07457918	1
cg07458747	1
cg07459334	1
cg07460531	1
cg07460842	1
cg07460894	1
cg07461414	1
cg07461501	1
cg07462328	1
cg07462838	1
cg07463541	1
cg07463633	1
cg07464489	1
cg07464974	1
cg07465140	1
cg07466437	1
cg07466604	1
cg07466783	1
cg07466923	1
cg07467338	1
cg07468782	1
cg07468862	1
cg07469105	1
cg07469742	1
cg07469929	1
cg07470362	1
cg07470598	1
cg07470708	1
cg07472097	1
cg07473478	1
cg07473590	1
cg07473909	1
cg07473976	1
cg07474076	1
cg07474271	1
cg07474356	1
cg07474663	1
cg07475957	1
cg07477922	1
cg07478007	1
cg07479750	1
cg07480369	1
cg07481273	1
cg07482296	1
cg07482957	1
cg07483007	1
cg07483273	1
cg07483462	1
cg07483523	1
cg07483989	1
cg07485777	1
cg07485959	1
cg07488365	1
cg07490279	1
cg07490650	1
cg07492910	1
cg07493435	1
cg07493704	1
cg07494987	1
cg07496173	1
cg07497428	1
cg07497536	1
cg07498013	1
cg07500242	1
cg07501063	1
cg07501337	1
cg07502128	1
cg07502208	1
cg07502563	1
cg07502868	1
cg07504079	1
cg07505391	1
cg07506698	1
cg07506916	1
cg07507057	1
cg07507749	1
cg07507776	1
cg07507801	1
cg07509199	1
cg07509872	1
cg07510885	1
cg07511080	1
cg07511098	1
cg07512790	1
cg07514343	1
cg07514801	1
cg07518362	1
cg07519638	1
cg07520860	1
cg07521902	1
cg07522227	1
cg07522440	1
cg07522807	1
cg07523833	1
cg07524413	1
cg07525202	1
cg07526408	1
cg07526598	1
cg07527032	1
cg07527607	1
cg07528254	1
cg07528613	1
cg07529750	1
cg07530330	1
cg07532159	1
cg07532245	1
cg07532354	1
cg07536161	1
cg07537133	1
cg07538216	1
cg07538406	1
cg07538838	1
cg07542000	1
cg07542078	1
cg07544392	1
cg07545535	1
cg07546446	1
cg07547730	1
cg07547859	1
cg07548383	1
cg07548495	1
cg07549526	1
cg07549590	1
cg07550684	1
cg07553195	1
cg07553213	1
cg07553358	1
cg07554775	1
cg07554966	1
cg07555290	1
cg07555343	1
cg07556702	1
cg07557024	1
cg07557215	1
cg07558006	1
cg07558153	1
cg07559358	1
cg07559615	1
cg07559730	1
cg07560401	1
cg07560741	1
cg07561890	1
cg07562687	1
cg07562773	1
cg07563101	1
cg07564837	1
cg07564869	1
cg07564979	1
cg07565404	1
cg07565701	1
cg07565890	1
cg07565961	1
cg07566389	1
cg07566463	1
cg07566707	1
cg07567345	1
cg07568784	1
cg07570663	1
cg07572348	1
cg07572949	1
cg07573279	1
cg07573366	1
cg07573461	1
cg07573786	1
cg07575166	1
cg07575344	1
cg07575812	1
cg07576098	1
cg07576187	1
cg07576894	1
cg07576996	1
cg07578331	1
cg07580831	1
cg07584860	1
cg07585727	1
cg07586799	1
cg07586906	1
cg07587512	1
cg07587783	1
cg07587893	1
cg07588413	1
cg07588614	1
cg07588819	1
cg07588857	1
cg07589078	1
cg07589235	1
cg07589991	1
cg07590584	1
cg07590638	1
cg07591519	1
cg07592136	1
cg07592216	1
cg07592681	1
cg07593340	1
cg07593637	1
cg07593662	1
cg07594658	1
cg07595841	1
cg07596401	1
cg07597885	1
cg07598464	1
cg07599579	1
cg07599659	1
cg07602567	1
cg07602740	1
cg07603267	1
cg07603843	1
cg07604202	1
cg07607269	1
cg07607354	1
cg07607704	1
cg07608562	1
cg07608671	1
cg07609108	1
cg07610822	1
cg07611887	1
cg07612889	1
cg07613361	1
cg07614125	1
cg07614174	1
cg07614344	1
cg07615781	1
cg07617384	1
cg07617768	1
cg07618048	1
cg07618258	1
cg07618768	1
cg07620039	1
cg07621227	1
cg07621660	1
cg07622533	1
cg07627602	1
cg07627664	1
cg07628178	1
cg07630035	1
cg07632032	1
cg07632663	1
cg07633119	1
cg07633664	1
cg07633701	1
cg07634082	1
cg07636194	1
cg07637183	1
cg07637599	1
cg07638249	1
cg07638938	1
cg07640666	1
cg07640959	1
cg07641355	1
cg07643314	1
cg07645542	1
cg07645656	1
cg07645858	1
cg07646007	1
cg07646562	1
cg07646665	1
cg07649992	1
cg07651832	1
cg07653370	1
cg07653418	1
cg07655261	1
cg07655636	1
cg07656304	1
cg07657192	1
cg07658428	1
cg07658439	1
cg07660283	1
cg07660811	1
cg07661389	1
cg07661754	1
cg07661836	1
cg07663200	1
cg07664323	1
cg07665650	1
cg07665907	1
cg07669260	1
cg07670185	1
cg07672343	1
cg07673083	1
cg07673089	1
cg07675647	1
cg07678669	1
cg07679581	1
cg07680047	1
cg07682009	1
cg07682194	1
cg07685606	1
cg07686628	1
cg07687119	1
cg07687820	1
cg07688855	1
cg07688922	1
cg07689032	1
cg07689148	1
cg07690202	1
cg07690441	1
cg07690692	1
cg07692540	1
cg07693523	1
cg07694711	1
cg07694754	1
cg07696464	1
cg07699845	1
cg07700847	1
cg07701166	1
cg07703119	1
cg07703249	1
cg07703679	1
cg07704242	1
cg07706362	1
cg07707039	1
cg07707641	1
cg07708016	1
cg07708613	1
cg07708777	1
cg07708951	1
cg07709155	1
cg07709314	1
cg07711067	1
cg07712267	1
cg07713242	1
cg07713293	1
cg07713796	1
cg07716280	1
cg07717198	1
cg07718349	1
cg07718483	1
cg07718716	1
cg07719253	1
cg07719261	1
cg07719772	1
cg07721440	1
cg07721848	1
cg07722505	1
cg07724643	1
cg07724654	1
cg07725198	1
cg07725685	1
cg07726456	1
cg07726457	1
cg07728215	1
cg07728631	1
cg07733129	1
cg07735710	1
cg07735952	1
cg07736415	1
cg07736578	1
cg07736705	1
cg07737469	1
cg07737810	1
cg07740199	1
cg07740914	1
cg07743548	1
cg07743747	1
cg07743919	1
cg07745102	1
cg07745418	1
cg07745725	1
cg07745899	1
cg07746427	1
cg07747791	1
cg07747871	1
cg07747875	1
cg07748193	1
cg07748875	1
cg07750118	1
cg07750529	1
cg07750560	1
cg07750638	1
cg07750813	1
cg07751304	1
cg07751463	1
cg07751919	1
cg07752079	1
cg07752194	1
cg07752596	1
cg07753245	1
cg07753967	1
cg07754407	1
cg07754531	1
cg07754829	1
cg07756562	1
cg07757454	1
cg07757545	1
cg07757885	1
cg07758528	1
cg07760026	1
cg07760800	1
cg07761367	1
cg07761386	1
cg07762474	1
cg07762785	1
cg07763179	1
cg07763398	1
cg07765167	1
cg07765595	1
cg07770129	1
cg07770560	1
cg07772324	1
cg07772467	1
cg07772605	1
cg07772660	1
cg07773593	1
cg07774906	1
cg07775117	1
cg07776664	1
cg07777156	1
cg07778900	1
cg07778983	1
cg07779179	1
cg07779782	1
cg07780979	1
cg07782101	1
cg07785225	1
cg07789750	1
cg07790831	1
cg07792006	1
cg07792320	1
cg07792719	1
cg07793537	1
cg07793789	1
cg07793952	1
cg07794230	1
cg07795949	1
cg07797833	1
cg07799157	1
cg07800079	1
cg07803710	1
cg07806771	1
cg07808983	1
cg07810091	1
cg07810366	1
cg07810522	1
cg07810671	1
cg07811719	1
cg07811931	1
cg07813747	1
cg07813855	1
cg07814345	1
cg07814731	1
cg07814742	1
cg07816637	1
cg07818063	1
cg07818949	1
cg07819497	1
cg07819861	1
cg07820702	1
cg07820786	1
cg07822613	1
cg07822928	1
cg07824272	1
cg07824710	1
cg07824716	1
cg07825955	1
cg07829209	1
cg07829232	1
cg07829469	1
cg07830287	1
cg07830695	1
cg07832739	1
cg07832761	1
cg07833209	1
cg07833472	1
cg07833955	1
cg07834423	1
cg07836478	1
cg07839513	1
cg07841357	1
cg07841686	1
cg07844507	1
cg07844659	1
cg07846230	1
cg07848485	1
cg07850316	1
cg07851244	1
cg07851361	1
cg07851521	1
cg07852224	1
cg07855045	1
cg07855322	1
cg07855337	1
cg07855754	1
cg07856280	1
cg07856387	1
cg07856721	1
cg07858489	1
cg07858613	1
cg07859360	1
cg07860140	1
cg07861329	1
cg07870039	1
cg07870213	1
cg07870293	1
cg07870528	1
cg07871633	1
cg07872608	1
cg07872960	1
cg07872979	1
cg07874738	1
cg07877145	1
cg07878191	1
cg07879681	1
cg07882184	1
cg07882546	1
cg07883262	1
cg07885834	1
cg07888679	1
cg07890882	1
cg07891737	1
cg07892413	1
cg07893709	1
cg07898500	1
cg07899983	1
cg07900281	1
cg07900823	1
cg07901472	1
cg07901479	1
cg07902406	1
cg07903153	1
cg07903918	1
cg07904255	1
cg07905055	1
cg07905537	1
cg07905836	1
cg07905965	1
cg07908229	1
cg07908999	1
cg07910050	1
cg07910736	1
cg07911310	1
cg07911444	1
cg07912018	1
cg07912453	1
cg07912561	1
cg07912810	1
cg07912888	1
cg07913503	1
cg07913806	1
cg07915323	1
cg07917473	1
cg07917808	1
cg07917842	1
cg07919028	1
cg07919753	1
cg07919805	1
cg07920452	1
cg07921682	1
cg07923588	1
cg07924013	1
cg07925105	1
cg07925246	1
cg07926178	1
cg07926770	1
cg07929078	1
cg07929112	1
cg07929264	1
cg07930329	1
cg07933656	1
cg07934026	1
cg07934561	1
cg07934604	1
cg07935255	1
cg07936541	1
cg07937091	1
cg07940072	1
cg07940280	1
cg07942217	1
cg07942774	1
cg07943461	1
cg07943766	1
cg07944494	1
cg07944762	1
cg07945925	1
cg07946260	1
cg07948143	1
cg07949103	1
cg07949989	1
cg07951151	1
cg07951749	1
cg07953082	1
cg07953310	1
cg07954776	1
cg07955741	1
cg07955933	1
cg07956857	1
cg07957551	1
cg07957795	1
cg07958169	1
cg07959124	1
cg07959403	1
cg07959490	1
cg07961098	1
cg07961278	1
cg07961637	1
cg07962218	1
cg07962358	1
cg07963361	1
cg07964244	1
cg07966808	1
cg07967114	1
cg07967630	1
cg07969242	1
cg07969769	1
cg07969785	1
cg07970541	1
cg07971743	1
cg07971827	1
cg07972787	1
cg07973507	1
cg07974031	1
cg07976669	1
cg07976864	1
cg07976976	1
cg07977620	1
cg07977689	1
cg07978901	1
cg07980295	1
cg07980324	1
cg07980466	1
cg07981080	1
cg07983453	1
cg07986413	1
cg07986887	1
cg07987449	1
cg07988713	1
cg07989373	1
cg07990036	1
cg07991167	1
cg07992604	1
cg07992633	1
cg07992759	1
cg07994580	1
cg07996278	1
cg07996558	1
cg07997387	1
cg07998479	1
cg08003742	1
cg08004698	1
cg08005007	1
cg08007234	1
cg08007304	1
cg08007557	1
cg08008286	1
cg08009313	1
cg08009568	1
cg08010037	1
cg08012156	1
cg08012922	1
cg08013114	1
cg08017202	1
cg08018731	1
cg08019449	1
cg08021120	1
cg08023458	1
cg08023476	1
cg08024053	1
cg08026791	1
cg08027643	1
cg08028004	1
cg08028341	1
cg08028425	1
cg08028698	1
cg08029105	1
cg08029978	1
cg08030851	1
cg08031518	1
cg08033285	1
cg08035872	1
cg08036804	1
cg08037478	1
cg08037664	1
cg08038224	1
cg08038567	1
cg08039008	1
cg08039281	1
cg08039385	1
cg08039587	1
cg08039701	1
cg08041573	1
cg08042345	1
cg08042477	1
cg08042799	1
cg08043017	1
cg08044366	1
cg08044620	1
cg08045489	1
cg08045599	1
cg08047889	1
cg08049592	1
cg08050006	1
cg08051049	1
cg08051322	1
cg08051445	1
cg08052302	1
cg08053115	1
cg08056835	1
cg08057277	1
cg08058191	1
cg08058470	1
cg08059058	1
cg08061040	1
cg08061076	1
cg08063724	1
cg08065238	1
cg08065292	1
cg08065835	1
cg08066384	1
cg08066535	1
cg08068375	1
cg08068547	1
cg08069249	1
cg08071329	1
cg08071391	1
cg08071595	1
cg08071915	1
cg08072458	1
cg08072863	1
cg08072980	1
cg08073009	1
cg08073294	1
cg08074555	1
cg08075604	1
cg08075677	1
cg08075740	1
cg08076532	1
cg08078541	1
cg08080024	1
cg08081379	1
cg08081615	1
cg08082943	1
cg08083435	1
cg08084616	1
cg08085668	1
cg08087657	1
cg08089364	1
cg08089702	1
cg08090296	1
cg08091579	1
cg08092515	1
cg08093398	1
cg08094128	1
cg08095339	1
cg08095340	1
cg08095345	1
cg08095359	1
cg08096812	1
cg08097057	1
cg08097929	1
cg08098068	1
cg08100031	1
cg08100944	1
cg08101922	1
cg08103220	1
cg08103359	1
cg08105529	1
cg08106449	1
cg08106565	1
cg08106635	1
cg08107352	1
cg08107689	1
cg08108965	1
cg08109568	1
cg08110005	1
cg08111035	1
cg08113639	1
cg08113691	1
cg08113913	1
cg08114547	1
cg08116137	1
cg08116922	1
cg08119506	1
cg08121102	1
cg08122018	1
cg08126392	1
cg08127021	1
cg08127694	1
cg08127858	1
cg08128444	1
cg08129150	1
cg08129266	1
cg08129658	1
cg08131169	1
cg08131848	1
cg08132288	1
cg08133850	1
cg08134877	1
cg08135460	1
cg08135815	1
cg08136070	1
cg08137564	1
cg08138005	1
cg08141049	1
cg08141612	1
cg08142344	1
cg08143688	1
cg08145495	1
cg08146026	1
cg08146256	1
cg08146495	1
cg08148379	1
cg08152331	1
cg08153621	1
cg08154187	1
cg08154700	1
cg08154731	1
cg08155050	1
cg08157440	1
cg08158115	1
cg08158805	1
cg08160057	1
cg08160317	1
cg08160871	1
cg08160891	1
cg08161325	1
cg08161491	1
cg08163494	1
cg08163714	1
cg08164977	1
cg08165558	1
cg08165875	1
cg08167039	1
cg08168175	1
cg08169026	1
cg08170119	1
cg08171276	1
cg08173660	1
cg08174003	1
cg08175546	1
cg08177746	1
cg08179155	1
cg08179525	1
cg08180553	1
cg08180624	1
cg08181324	1
cg08181657	1
cg08185061	1
cg08185105	1
cg08185438	1
cg08185695	1
cg08187469	1
cg08189100	1
cg08189391	1
cg08189861	1
cg08190125	1
cg08190552	1
cg08191566	1
cg08191781	1
cg08194339	1
cg08194650	1
cg08194752	1
cg08196128	1
cg08197571	1
cg08198040	1
cg08198401	1
cg08198609	1
cg08198713	1
cg08199235	1
cg08199727	1
cg08200252	1
cg08200856	1
cg08200869	1
cg08202507	1
cg08202827	1
cg08202978	1
cg08204044	1
cg08207170	1
cg08208598	1
cg08209614	1
cg08212479	1
cg08215115	1
cg08215453	1
cg08215532	1
cg08215876	1
cg08216447	1
cg08217411	1
cg08219091	1
cg08219863	1
cg08220596	1
cg08222555	1
cg08222798	1
cg08223835	1
cg08224217	1
cg08225398	1
cg08226047	1
cg08227568	1
cg08228366	1
cg08229183	1
cg08229502	1
cg08229688	1
cg08229801	1
cg08230553	1
cg08230698	1
cg08236018	1
cg08236766	1
cg08237400	1
cg08239841	1
cg08240571	1
cg08241397	1
cg08242232	1
cg08242338	1
cg08245127	1
cg08245665	1
cg08247552	1
cg08247583	1
cg08248014	1
cg08248516	1
cg08248611	1
cg08251160	1
cg08251248	1
cg08251427	1
cg08251943	1
cg08252384	1
cg08253264	1
cg08254533	1
cg08254842	1
cg08256065	1
cg08256175	1
cg08257009	1
cg08257212	1
cg08258224	1
cg08258654	1
cg08258922	1
cg08262582	1
cg08262637	1
cg08263589	1
cg08266565	1
cg08267258	1
cg08267300	1
cg08267888	1
cg08270434	1
cg08270539	1
cg08271622	1
cg08272429	1
cg08273502	1
cg08275025	1
cg08275631	1
cg08276333	1
cg08276455	1
cg08277815	1
cg08278078	1
cg08278843	1
cg08280861	1
cg08281071	1
cg08281469	1
cg08282195	1
cg08282812	1
cg08283318	1
cg08284151	1
cg08284447	1
cg08284758	1
cg08285319	1
cg08285415	1
cg08285429	1
cg08285730	1
cg08287248	1
cg08288237	1
cg08288694	1
cg08288811	1
cg08289176	1
cg08289482	1
cg08290728	1
cg08292569	1
cg08293303	1
cg08293468	1
cg08294536	1
cg08296390	1
cg08296499	1
cg08296730	1
cg08297137	1
cg08300985	1
cg08300990	1
cg08301036	1
cg08302468	1
cg08304101	1
cg08306365	1
cg08306589	1
cg08307311	1
cg08307753	1
cg08307867	1
cg08309609	1
cg08310439	1
cg08313242	1
cg08314875	1
cg08315130	1
cg08317730	1
cg08317801	1
cg08318424	1
cg08319936	1
cg08321330	1
cg08322013	1
cg08322149	1
cg08323201	1
cg08325307	1
cg08326209	1
cg08326410	1
cg08328124	1
cg08328842	1
cg08329070	1
cg08330011	1
cg08332992	1
cg08333243	1
cg08333333	1
cg08333839	1
cg08334154	1
cg08334278	1
cg08335662	1
cg08335892	1
cg08336687	1
cg08336733	1
cg08338237	1
cg08339324	1
cg08339762	1
cg08342134	1
cg08343786	1
cg08344174	1
cg08347021	1
cg08347442	1
cg08348387	1
cg08348949	1
cg08350960	1
cg08351017	1
cg08353090	1
cg08353172	1
cg08354320	1
cg08355345	1
cg08356097	1
cg08356248	1
cg08356522	1
cg08356705	1
cg08357055	1
cg08357177	1
cg08357313	1
cg08359870	1
cg08360297	1
cg08362589	1
cg08365438	1
cg08365685	1
cg08368330	1
cg08368496	1
cg08369061	1
cg08369576	1
cg08370718	1
cg08371064	1
cg08371086	1
cg08372051	1
cg08374391	1
cg08374798	1
cg08377615	1
cg08377862	1
cg08379019	1
cg08380262	1
cg08381437	1
cg08381868	1
cg08382946	1
cg08383902	1
cg08384658	1
cg08389347	1
cg08390994	1
cg08391356	1
cg08392142	1
cg08393024	1
cg08394510	1
cg08394597	1
cg08394602	1
cg08395009	1
cg08395459	1
cg08395966	1
cg08396034	1
cg08398034	1
cg08398498	1
cg08400246	1
cg08400316	1
cg08403691	1
cg08405073	1
cg08409165	1
cg08409566	1
cg08410052	1
cg08411512	1
cg08411833	1
cg08413390	1
cg08414231	1
cg08416054	1
cg08416191	1
cg08416870	1
cg08418747	1
cg08419523	1
cg08419657	1
cg08420056	1
cg08420370	1
cg08421550	1
cg08421900	1
cg08422471	1
cg08422668	1
cg08424636	1
cg08425402	1
cg08428949	1
cg08429943	1
cg08430598	1
cg08431860	1
cg08432583	1
cg08432712	1
cg08434171	1
cg08434295	1
cg08436684	1
cg08437461	1
cg08437957	1
cg08438164	1
cg08438268	1
cg08438385	1
cg08439987	1
cg08440544	1
cg08441918	1
cg08442922	1
cg08445469	1
cg08447733	1
cg08448812	1
cg08449090	1
cg08449361	1
cg08449389	1
cg08449855	1
cg08449975	1
cg08450058	1
cg08450091	1
cg08451113	1
cg08452671	1
cg08454110	1
cg08454334	1
cg08455021	1
cg08455548	1
cg08456597	1
cg08457790	1
cg08458197	1
cg08458378	1
cg08458655	1
cg08459182	1
cg08459670	1
cg08459764	1
cg08460022	1
cg08460502	1
cg08460629	1
cg08461457	1
cg08461781	1
cg08461853	1
cg08462017	1
cg08463813	1
cg08464734	1
cg08464855	1
cg08464900	1
cg08466138	1
cg08466385	1
cg08469346	1
cg08469632	1
cg08469640	1
cg08469752	1
cg08470827	1
cg08471420	1
cg08471734	1
cg08472559	1
cg08472583	1
cg08472753	1
cg08474403	1
cg08475244	1
cg08475518	1
cg08475721	1
cg08476390	1
cg08476832	1
cg08477215	1
cg08477687	1
cg08478046	1
cg08478462	1
cg08478627	1
cg08483173	1
cg08483316	1
cg08484962	1
cg08484972	1
cg08488494	1
cg08488615	1
cg08489228	1
cg08489324	1
cg08489682	1
cg08490246	1
cg08490356	1
cg08490589	1
cg08491069	1
cg08491188	1
cg08491641	1
cg08491685	1
cg08492178	1
cg08493360	1
cg08494150	1
cg08498719	1
cg08501265	1
cg08501735	1
cg08504577	1
cg08505673	1
cg08506303	1
cg08506369	1
cg08506401	1
cg08507638	1
cg08508576	1
cg08508777	1
cg08508887	1
cg08509032	1
cg08510934	1
cg08512142	1
cg08512456	1
cg08516112	1
cg08518507	1
cg08518892	1
cg08519216	1
cg08519616	1
cg08519949	1
cg08522655	1
cg08522831	1
cg08523325	1
cg08523444	1
cg08524816	1
cg08525345	1
cg08525476	1
cg08526140	1
cg08527172	1
cg08527618	1
cg08528204	1
cg08528213	1
cg08529748	1
cg08529987	1
cg08530824	1
cg08531263	1
cg08531365	1
cg08531998	1
cg08533036	1
cg08534465	1
cg08538186	1
cg08539065	1
cg08539375	1
cg08539962	1
cg08540307	1
cg08541345	1
cg08541920	1
cg08542640	1
cg08543695	1
cg08544540	1
cg08546300	1
cg08546805	1
cg08547211	1
cg08547427	1
cg08547534	1
cg08547873	1
cg08548044	1
cg08548718	1
cg08549661	1
cg08550094	1
cg08550314	1
cg08550882	1
cg08551078	1
cg08551633	1
cg08552121	1
cg08555389	1
cg08555657	1
cg08558974	1
cg08560150	1
cg08560164	1
cg08560604	1
cg08561071	1
cg08561667	1
cg08563677	1
cg08566640	1
cg08567947	1
cg08568561	1
cg08571287	1
cg08573907	1
cg08574140	1
cg08574564	1
cg08574632	1
cg08575682	1
cg08576095	1
cg08577213	1
cg08577509	1
cg08577517	1
cg08577693	1
cg08578395	1
cg08580224	1
cg08580838	1
cg08580861	1
cg08581953	1
cg08582546	1
cg08582729	1
cg08582773	1
cg08583411	1
cg08583895	1
cg08584230	1
cg08585897	1
cg08588744	1
cg08591048	1
cg08591299	1
cg08591859	1
cg08593037	1
cg08593252	1
cg08594032	1
cg08594632	1
cg08596618	1
cg08597025	1
cg08597142	1
cg08597393	1
cg08597797	1
cg08598108	1
cg08598406	1
cg08598483	1
cg08598966	1
cg08599229	1
cg08600213	1
cg08600765	1
cg08601927	1
cg08604085	1
cg08605442	1
cg08607209	1
cg08608016	1
cg08608094	1
cg08608144	1
cg08610228	1
cg08610802	1
cg08610886	1
cg08613507	1
cg08613577	1
cg08615635	1
cg08616516	1
cg08617020	1
cg08617415	1
cg08617645	1
cg08619954	1
cg08620112	1
cg08620245	1
cg08620479	1
cg08620558	1
cg08621454	1
cg08622563	1
cg08623941	1
cg08624705	1
cg08626125	1
cg08626543	1
cg08627942	1
cg08628006	1
cg08629097	1
cg08634157	1
cg08634826	1
cg08635406	1
cg08636083	1
cg08637257	1
cg08637714	1
cg08638287	1
cg08638999	1
cg08639839	1
cg08643930	1
cg08643950	1
cg08643997	1
cg08644058	1
cg08644341	1
cg08645878	1
cg08646442	1
cg08647652	1
cg08648136	1
cg08648727	1
cg08648997	1
cg08649216	1
cg08650676	1
cg08651039	1
cg08655480	1
cg08656053	1
cg08656064	1
cg08656326	1
cg08656852	1
cg08657886	1
cg08658981	1
cg08659203	1
cg08659785	1
cg08660064	1
cg08662532	1
cg08663007	1
cg08663109	1
cg08663552	1
cg08663953	1
cg08667899	1
cg08671425	1
cg08673142	1
cg08676001	1
cg08676755	1
cg08677715	1
cg08678397	1
cg08678755	1
cg08680260	1
cg08680991	1
cg08681966	1
cg08683088	1
cg08683297	1
cg08684477	1
cg08685444	1
cg08686293	1
cg08687251	1
cg08687643	1
cg08687731	1
cg08687901	1
cg08688798	1
cg08689158	1
cg08694149	1
cg08694858	1
cg08695411	1
cg08698026	1
cg08698913	1
cg08699977	1
cg08702612	1
cg08702825	1
cg08703289	1
cg08704250	1
cg08705895	1
cg08707025	1
cg08707456	1
cg08708193	1
cg08708735	1
cg08709013	1
cg08709385	1
cg08710629	1
cg08710791	1
cg08710987	1
cg08711796	1
cg08712285	1
cg08713543	1
cg08714433	1
cg08714440	1
cg08715207	1
cg08716553	1
cg08717396	1
cg08717896	1
cg08718119	1
cg08720786	1
cg08721746	1
cg08721908	1
cg08722065	1
cg08722115	1
cg08722616	1
cg08723637	1
cg08724510	1
cg08724753	1
cg08727303	1
cg08727433	1
cg08727972	1
cg08728848	1
cg08728856	1
cg08729004	1
cg08729434	1
cg08732139	1
cg08732375	1
cg08733482	1
cg08734711	1
cg08735636	1
cg08736522	1
cg08736544	1
cg08738770	1
cg08739478	1
cg08739628	1
cg08739648	1
cg08740010	1
cg08740309	1
cg08741921	1
cg08742041	1
cg08742106	1
cg08742360	1
cg08742408	1
cg08745199	1
cg08745461	1
cg08747369	1
cg08748210	1
cg08748794	1
cg08749095	1
cg08751734	1
cg08752431	1
cg08754095	1
cg08755139	1
cg08755283	1
cg08755509	1
cg08755601	1
cg08756272	1
cg08757434	1
cg08759186	1
cg08759274	1
cg08760211	1
cg08761334	1
cg08761443	1
cg08762306	1
cg08763584	1
cg08767715	1
cg08773640	1
cg08773876	1
cg08775793	1
cg08778598	1
cg08780220	1
cg08780658	1
cg08780974	1
cg08782122	1
cg08782158	1
cg08782688	1
cg08783023	1
cg08783558	1
cg08783934	1
cg08786064	1
cg08786213	1
cg08787622	1
cg08787802	1
cg08787964	1
cg08789741	1
cg08792584	1
cg08794265	1
cg08795320	1
cg08795994	1
cg08796647	1
cg08797106	1
cg08798349	1
cg08798705	1
cg08799632	1
cg08801436	1
cg08802097	1
cg08802513	1
cg08803663	1
cg08803783	1
cg08803790	1
cg08804250	1
cg08804555	1
cg08805586	1
cg08806109	1
cg08807341	1
cg08808258	1
cg08808788	1
cg08808791	1
cg08810106	1
cg08811681	1
cg08811817	1
cg08813510	1
cg08814736	1
cg08815672	1
cg08816098	1
cg08816455	1
cg08816824	1
cg08817168	1
cg08817424	1
cg08817483	1
cg08818009	1
cg08818385	1
cg08819084	1
cg08819601	1
cg08820568	1
cg08821504	1
cg08821669	1
cg08821968	1
cg08822578	1
cg08824291	1
cg08824711	1
cg08825291	1
cg08826095	1
cg08826611	1
cg08827274	1
cg08831381	1
cg08831455	1
cg08832266	1
cg08832842	1
cg08833952	1
cg08834050	1
cg08834459	1
cg08834691	1
cg08834712	1
cg08837676	1
cg08839534	1
cg08839697	1
cg08840847	1
cg08841342	1
cg08843769	1
cg08844929	1
cg08845336	1
cg08847636	1
cg08847773	1
cg08848343	1
cg08850310	1
cg08851289	1
cg08851784	1
cg08851851	1
cg08853658	1
cg08854987	1
cg08855953	1
cg08856378	1
cg08856764	1
cg08857994	1
cg08858370	1
cg08858441	1
cg08859406	1
cg08859411	1
cg08859447	1
cg08859916	1
cg08860007	1
cg08860596	1
cg08860941	1
cg08862210	1
cg08862373	1
cg08862717	1
cg08864157	1
cg08865588	1
cg08866633	1
cg08867667	1
cg08868423	1
cg08868447	1
cg08869571	1
cg08869875	1
cg08871618	1
cg08871722	1
cg08872001	1
cg08872924	1
cg08873266	1
cg08874067	1
cg08874470	1
cg08875433	1
cg08878372	1
cg08880064	1
cg08880796	1
cg08882060	1
cg08882084	1
cg08882650	1
cg08883028	1
cg08883146	1
cg08884854	1
cg08885198	1
cg08885316	1
cg08885708	1
cg08887952	1
cg08889480	1
cg08889636	1
cg08890067	1
cg08890503	1
cg08891115	1
cg08891229	1
cg08893811	1
cg08894319	1
cg08894362	1
cg08894410	1
cg08895311	1
cg08897010	1
cg08898949	1
cg08900656	1
cg08900983	1
cg08901098	1
cg08901578	1
cg08903206	1
cg08903970	1
cg08904095	1
cg08904445	1
cg08905624	1
cg08905832	1
cg08907282	1
cg08908004	1
cg08911291	1
cg08912238	1
cg08912840	1
cg08913117	1
cg08914356	1
cg08915683	1
cg08916154	1
cg08916839	1
cg08917933	1
cg08918031	1
cg08918057	1
cg08918120	1
cg08919224	1
cg08919359	1
cg08919528	1
cg08922361	1
cg08923066	1
cg08924911	1
cg08925882	1
cg08926436	1
cg08928494	1
cg08929436	1
cg08930214	1
cg08930642	1
cg08930944	1
cg08931129	1
cg08932233	1
cg08932994	1
cg08933160	1
cg08935003	1
